# page_id = 11a

ཞིང་སྐལ་	[ཞིང་སྐལ་] n.count NOUN Number=Sing #1->1
སེམས་	[སེམས་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
རྩ་བ་	[རྩ་བ་] n.count NOUN Number=Sing NOUN Number=Sing #2->2
བྱང་ཆུབ་	[བྱང་ཆུབ་] n.count NOUN Number=Sing NOUN Number=Sing #3->3
སྡོང་བོ་	[སྡོང་བོ་] n.count NOUN Number=Sing NOUN Number=Sing #4->4
ལ	[ལ་√case] case.all ADP Case=All ADP Case=All #5->4 @case
།	[།] punc PUNCT PUNCT #6->6
།	[།] punc PUNCT #1->1
སྤྲུལ་སྐུ	[སྤྲུལ་སྐུ་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #2->1 @case
ལོ་འདབ་	[ལོ་འདབ་] n.count NOUN Number=Sing NOUN Number=Sing #3->3
རྒྱས་པ	[རྒྱ་√1] n.v.past VERB Tense=Past|VerbForm=Vnoun VERB Tense=Past|VerbForm=Vnoun #4->4
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #5->5
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6
བླ་མ	[བླ་མ་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #2->1 @case
བཀའ་ཚིག་	[བཀའ་ཚིག་] n.count NOUN Number=Sing NOUN Number=Sing #3->3
རྡོ་རྗེ	[རྡོ་རྗེ་] n.count NOUN Number=Sing NOUN Number=Sing #4->4
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #5->4 @case
གསུང་	[གསུང་] n.count NOUN Number=Sing NOUN Number=Sing #6->6
།	[།] punc PUNCT PUNCT #7->7
།	[།] punc PUNCT #1->1
སྙིང་	[སྙིང་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
ལ་	[ལ་√case] case.all ADP Case=All ADP Case=All #2->1 @case
བརྗེད་མེད་	[བརྗེད་མེད་] adj ADJ ADJ #3->3
གནས་པ	[གནས་] n.v.invar VERB VerbForm=Vnoun VERB VerbForm=Vnoun #4->4
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #5->5
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6
ཡི་དམ་མཁའ་འགྲོ	[ཡི་དམ་མཁའ་འགྲོ་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #2->1 @case
བྱིན་རླབས་	[བྱིན་རླབས་] n.count NOUN Number=Sing NOUN Number=Sing #3->3
དེ	[དེ་√d] d.dem DET PronType=Dem DET PronType=Dem #4->4
།	[།] punc PUNCT PUNCT #5->5
།	[།] punc PUNCT #1->1
སྲོག་	[སྲོག་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
གི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #2->1 @case
རྩ་བ	[རྩ་བ་] n.count NOUN Number=Sing NOUN Number=Sing #3->3
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #4->3 @case
གནས་པ	[གནས་] n.v.invar VERB VerbForm=Vnoun VERB VerbForm=Vnoun #5->5
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #6->6
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp #7->7	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp #7->7	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp #7->7
ཆོས་སྐྱོང་བསྲུངས་མ	[ཆོས་སྐྱོང་བསྲུངས་མ་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #2->1 @case
རྒྱབ་རྟེན་	[རྒྱབ་རྟེན་] n.count NOUN Number=Sing NOUN Number=Sing #3->3
དེ	[དེ་√d] d.dem DET PronType=Dem DET PronType=Dem #4->4
ས	[གྱིས་√case] case.agn ADP Case=Agn ADP Case=Agn #5->5
།	[།] punc PUNCT PUNCT #6->6
།	[།] punc PUNCT #1->1
འབྲལ་བ་	[འཕྲལ་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun VERB Tense=Fut,Pres|VerbForm=Vnoun #1->1	[འབྲལ་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun VERB Tense=Fut,Pres|VerbForm=Vnoun #1->1
མེད་པ	[མེད་པ་] n.v.neg VERB Polarity=Neg|VerbForm=Vnoun VERB Polarity=Neg|VerbForm=Vnoun #2->2
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #3->3
སྐྱོང་བ	[སྐྱོང་√1] n.v.invar VERB VerbForm=Vnoun VERB VerbForm=Vnoun #4->4
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #5->5
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6
རྟེན་འབྲེལ་	[རྟེན་འབྲེལ་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
ཟབ་མོ	[ཟབ་མོ་] adj ADJ ADJ #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #3->3
སྨོན་ལམ་	[སྨོན་ལམ་] n.count NOUN Number=Sing NOUN Number=Sing #4->4
དེ	[དེ་√d] d.dem DET PronType=Dem DET PronType=Dem #5->5
།	[།] punc PUNCT PUNCT #6->6
།	[།] punc PUNCT #1->1
མྱུར་བ་	[མྱུར་] n.v.pres VERB Tense=Pres|VerbForm=Vnoun VERB Tense=Pres|VerbForm=Vnoun #1->1
ཉིད་	[ཉིད་√d] d.emph DET PronType=Emp DET PronType=Emp #2->2
དུ་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #3->3
གྲུབ་པ	[འགྲུབ་] n.v.past VERB Tense=Past|VerbForm=Vnoun VERB Tense=Past|VerbForm=Vnoun #4->4
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #5->5
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp #6->6
ཆོས་མཛད་	[ཆོས་མཛད་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
ཀུན་	[ཀུན་√d] d.plural DET Number=Plur DET Number=Plur #2->1 @det
གྱི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #3->1 @case
ཐུགས་རྗེ་	[ཐུགས་རྗེ་] n.count NOUN Number=Sing NOUN Number=Sing #4->4
དེ	[དེ་√d] d.dem DET PronType=Dem DET PronType=Dem #5->5
ས	[གྱིས་√case] case.agn ADP Case=Agn ADP Case=Agn #6->6
།	[།] punc PUNCT PUNCT #7->7
།	[།] punc PUNCT #1->1
དུས་	[དུས་] n.count NOUN Number=Sing NOUN Number=Sing #1->1
གསུམ་	[གསུམ་] num.card NUM NumType=Card|NumForm=Word NUM NumType=Card|NumForm=Word #2->2
ཀུན་	[ཀུན་√d] d.plural DET Number=Plur DET Number=Plur #3->3
ཏུ་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #4->4
འཛིན་པ	[འཛིན་] n.v.pres VERB Tense=Pres|VerbForm=Vnoun VERB Tense=Pres|VerbForm=Vnoun #5->5
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #6->6
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp #7->7	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp #7->7	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp #7->7
གཙང་སིལ་མ་	[གཙང་སིལ་མ་] n.prop PROPN PROPN #1->1
ལ་	[ལ་] n.count NOUN Number=Sing NOUN Number=Sing #2->2
ཡི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #3->2 @case
ལ་	[ལ་] n.count NOUN Number=Sing NOUN Number=Sing #4->4
ཐོག་	[ཐོག་] n.rel NOUN NounType=Rel NOUN NounType=Rel #5->5
ཏུ	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #6->6
།	[།] punc PUNCT PUNCT #7->7
།	[།] punc PUNCT #1->1
བརྟན་མ་	[བརྟན་མ་] n.count NOUN Number=Sing #1->1
བཅུ་	[བཅུ་] num.card NUM NumType=Card|NumForm=Word #2->2
གཉིས་	[གཉིས་] num.card NUM NumType=Card|NumForm=Word #3->3
ཀྱི་	[གྱི་√case] case.gen ADP Case=Gen #4->4
སུན་མ་	[སུན་མ་] n.count NOUN Number=Sing #5->5
ཡོད	[ཡོད་] v.invar VERB #6->6
།	[།] punc PUNCT #7->6 @punct
།	[།] punc PUNCT #1->1
སང་ཉིན་	[སང་ཉིན་] adv.temp ADV AdvType=Tim #1->1
འགྲོ་	[འགྲོ་] v.fut.v.pres VERB Tense=Fut,Pres #2->2
ཡི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
ལམ་	[ལམ་] n.count NOUN Number=Sing #4->4
བར་	[བར་] n.rel NOUN NounType=Rel #5->5
ལ	[ལ་√case] case.all ADP Case=All #6->6
།	[།] punc PUNCT #7->7
།	[།] punc PUNCT #1->1
དཔའ་བོ་མཁའ་འགྲོ	[དཔའ་བོ་མཁའ་འགྲོ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
སྐྱེལ་མ་	[སྐྱེལ་མ་] n.count NOUN Number=Sing #3->3
ཡོད	[ཡོད་] v.invar VERB #4->4
།	[།] punc PUNCT #5->4 @punct
།	[།] punc PUNCT #1->1
ཕ་ཡུལ་	[ཕ་ཡུལ་] n.count NOUN Number=Sing #1->1
ཞེན་པ	[ཞེན་] n.v.past.n.v.pres VERB Tense=Past,Pres|VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
མཁར་ཞིང་	[མཁར་ཞིང་] n.count NOUN Number=Sing #4->4
ན	[ན་√case] case.loc ADP Case=Loc #5->4 @case
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
མི་རྟག་སྒྱུ་མ	[མི་རྟག་སྒྱུ་མ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
སློབ་དཔོན་	[སློབ་དཔོན་] n.count NOUN Number=Sing #3->3
ཡོད	[ཡོད་] v.invar VERB #4->4
།	[།] punc PUNCT #5->4 @punct
།	[།] punc PUNCT #1->1
ཨ་ནེ་སྲིང་མོ	[ཨ་ནེ་སྲིང་མོ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
ཉེ་འཁོར་	[ཉེ་འཁོར་] n.count NOUN Number=Sing #3->3
ལ	[ལ་√case] case.all ADP Case=All #4->3 @case
།	[།] punc PUNCT #5->5
།	[།] punc PUNCT #1->1
སྒྱུ་མ་	[སྒྱུ་མ་] n.count NOUN Number=Sing #1->1
ཞིག་པ	[འཇིག་√1] n.v.past VERB Tense=Past|VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
སློབ་དཔོན་	[སློབ་དཔོན་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
མི་མེད་ལུང་པ	[མི་མེད་ལུང་པ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
བྲག་ཕུག་	[བྲག་ཕུག་] n.count NOUN Number=Sing #3->3
ན	[ན་√case] case.loc ADP Case=Loc #4->3 @case
།	[།] punc PUNCT #5->5
།	[།] punc PUNCT #1->1
འཁོར་འདས་	[འཁོར་འདས་] n.count NOUN Number=Sing #1->1
བརྗེད་བ	[རྗེད་] n.v.invar VERB VerbForm=Vnoun #2->2	[བརྗེད་] n.v.invar VERB VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
ཚོང་འདུས་	[ཚོང་འདུས་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
སྙིང་རུས་ལུས་	[སྙིང་རུས་ལུས་] n.count NOUN Number=Sing #1->1
ཀྱི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
དགོན་པ་	[དགོན་པ་] n.count NOUN Number=Sing #3->3
ན	[ན་√case] case.loc ADP Case=Loc #4->3 @case
།	[།] punc PUNCT #5->5
།	[།] punc PUNCT #1->1
ལྷ་བདེ་གཤེགས་	[ལྷ་བདེ་གཤེགས་] n.count NOUN Number=Sing #1->1
འདུས་པ	[འདུ་] n.v.past VERB Tense=Past|VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
མཆོད་ཁང་	[མཆོད་ཁང་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
ནད་མེད་ཟ་	[ནད་མེད་ཟ་] n.count NOUN Number=Sing #1->1
ཡི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
ཚོགས་འཁོར་	[ཚོགས་འཁོར་] n.count NOUN Number=Sing #3->3
ལ	[ལ་√case] case.all ADP Case=All #4->3 @case
།	[།] punc PUNCT #5->5
།	[།] punc PUNCT #1->1
མཁའ་འགྲོ་	[མཁའ་འགྲོ་] n.count NOUN Number=Sing #1->1
མཉེས་པ	[མཉེས་] n.v.invar VERB VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
བདུད་རྩི་	[བདུད་རྩི་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
འཕྲུལ་འཁོར་གནད་	[འཕྲུལ་འཁོར་གནད་] n.count NOUN Number=Sing #1->1
ཀྱི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
ཁ་བསྒྱུར་	[ཁ་བསྒྱུར་] n.count NOUN Number=Sing #3->3
ལ	[ལ་√case] case.all ADP Case=All #4->3 @case
།	[།] punc PUNCT #5->5
།	[།] punc PUNCT #1->1
འབྲས་	[འབྲས་] n.mass NOUN Number=Coll #1->1
རིན་ཆེན་	[རིན་ཆེན་] adj ADJ #2->2
སྐྱེ་བ	[སྐྱེ་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #3->3
འི་	[གྱི་√case] case.gen ADP Case=Gen #4->4
སོ་ནམ་	[སོ་ནམ་] n.count NOUN Number=Sing #5->5
ཡོད	[ཡོད་] v.invar VERB #6->6
།	[།] punc PUNCT #7->6 @punct
།	[།] punc PUNCT #1->1
ཡུལ་མི་	[ཡུལ་མི་] n.count NOUN Number=Sing #1->1
རྩིགས་ཆུང་	[རྩིགས་ཆུང་] adj ADJ #2->2
རང་ཡུལ་	[རང་ཡུལ་] n.count NOUN Number=Sing #3->3
དེ	[དེ་√d] d.dem DET PronType=Dem #4->4
ར	[དུ་√case] case.term ADP Case=Ter #5->5
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
འཕྲལ་	[འཕྲལ་] n.rel NOUN NounType=Rel #1->1
གཡེང་བ་	[གཡེང་√1] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #2->2	[གཡེང་√2] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #2->2
མེད་པ	[མེད་པ་] n.v.neg VERB Polarity=Neg|VerbForm=Vnoun #3->3
འི་	[གྱི་√case] case.gen ADP Case=Gen #4->4
དགེ་སྦྱོར་	[དགེ་སྦྱོར་] n.count NOUN Number=Sing #5->5
ཡོད	[ཡོད་] v.invar VERB #6->6
།	[།] punc PUNCT #7->6 @punct
།	[།] punc PUNCT #1->1
འཚམས་	[འཚམས་] n.count NOUN Number=Sing #1->1
དམ་པོ་	[དམ་པོ་] adj ADJ #2->2
མི་མེད་	[མི་མེད་] adj ADJ #3->3
ཁྱི་མེད་	[ཁྱི་མེད་] adj ADJ #4->4
ན	[ན་√case] case.loc ADP Case=Loc #5->5
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
རྟགས་	[རྟགས་] n.count NOUN Number=Sing #1->1
མྱུར་	[མྱུར་] v.pres VERB Tense=Pres #2->2
དུ་	[དུ་√cv] cv.term SCONJ Case=Ter #3->2 @mark
མཐོང་བ	[མཐོང་] n.v.invar VERB VerbForm=Vnoun #4->4
འི་	[གྱི་√case] case.gen ADP Case=Gen #5->5
སྒྲོན་མེ་	[སྒྲོན་མེ་] n.count NOUN Number=Sing #6->6
ཡོད	[ཡོད་] v.invar VERB #7->7
།	[།] punc PUNCT #8->7 @punct
།	[།] punc PUNCT #1->1
ཟས་	[ཟས་] n.count NOUN Number=Sing #1->1
དཀོར་ཟས་	[དཀོར་ཟས་] n.count NOUN Number=Sing #2->2
མེད་པ	[མེད་པ་] n.v.neg VERB Polarity=Neg|VerbForm=Vnoun #3->3
འི་	[གྱི་√case] case.gen ADP Case=Gen #4->4
རང་ཟས་	[རང་ཟས་] n.count NOUN Number=Sing #5->5
ལ	[ལ་√case] case.all ADP Case=All #6->5 @case
།	[།] punc PUNCT #7->7
།	[།] punc PUNCT #1->1
བདེ་བ་ལྷ་	[བདེ་བ་ལྷ་] n.count NOUN Number=Sing #1->1
ཡི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
ཕམ་ཕབས་	[ཕམ་ཕབས་] n.count NOUN Number=Sing #3->3
ཡོད	[ཡོད་] v.invar VERB #4->4
།	[།] punc PUNCT #5->4 @punct
།	[།] punc PUNCT #1->1
# page_id = 53b
གྲིབ་མེད་	[གྲིབ་མེད་] adj ADJ #1->1
ལྷ་	[ལྷ་] n.count NOUN Number=Sing #2->2
ཡི་	[གྱི་√case] case.gen ADP Case=Gen #3->2 @case
གཞལ་ཡས་	[གཞལ་ཡས་] adj ADJ #4->4
ན	[ན་√case] case.loc ADP Case=Loc #5->5
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
རང་དོན་	[རང་དོན་] n.count NOUN Number=Sing #1->1
གྲུབ་པ	[འགྲུབ་] n.v.past VERB Tense=Past|VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
ལྟད་མོ་	[ལྟད་མོ་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
ངོ་ལྐོག་	[ངོ་ལྐོག་] n.count NOUN Number=Sing #1->1
མེད་པ	[མེད་པ་] n.v.neg VERB Polarity=Neg|VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
ལྷ་ཆོས་	[ལྷ་ཆོས་] n.count NOUN Number=Sing #4->4
ལ	[ལ་√case] case.all ADP Case=All #5->4 @case
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
དམ་ཚིག་	[དམ་ཚིག་] n.count NOUN Number=Sing #1->1
གཙང་མ	[གཙང་མ་] adj ADJ #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
འཕྲིན་ལས་	[འཕྲིན་ལས་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
བཀའ་	[བཀའ་] n.count NOUN Number=Sing #1->1
བཞིན་	[བཞིན་] n.rel NOUN NounType=Rel #2->2
སྒྲུབ་པ	[སྒྲུབ་] n.v.pres VERB Tense=Pres|VerbForm=Vnoun #3->3
འི་	[གྱི་√case] case.gen ADP Case=Gen #4->4
སོ་ནམ་	[སོ་ནམ་] n.count NOUN Number=Sing #5->5
ལ	[ལ་√case] case.all ADP Case=All #6->5 @case
།	[།] punc PUNCT #7->7
།	[།] punc PUNCT #1->1
དངོས་གྲུབ་	[དངོས་གྲུབ་] n.count NOUN Number=Sing #1->1
ཀུན་	[ཀུན་√d] d.plural DET Number=Plur #2->1 @det


གྱི་	[གྱི་√case] case.gen ADP Case=Gen #3->1 @case
གཏེར་ཁ་	[གཏེར་ཁ་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
དམ་ཆོས་	[དམ་ཆོས་] n.count NOUN Number=Sing #1->1
མཁའ་འགྲོ	[མཁའ་འགྲོ་] n.count NOUN Number=Sing #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->2 @case
སྲོག་སྙིང་	[སྲོག་སྙིང་] n.count NOUN Number=Sing #4->4
ལ	[ལ་√case] case.all ADP Case=All #5->4 @case
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
འཁོར་འདས་	[འཁོར་འདས་] n.count NOUN Number=Sing #1->1
འགྱེས་པ	[འགྱེས་] n.v.invar VERB VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
སོ་འཚམས་	[སོ་འཚམས་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
མར་པ་	[མར་པ་] n.prop PROPN #1->1
ལོ་ཙྪ	[ལོ་ཙྪ་] n.count NOUN Number=Sing #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->2 @case
བུ་བརྒྱུད་	[བུ་བརྒྱུད་] n.count NOUN Number=Sing #4->4
ལ	[ལ་√case] case.all ADP Case=All #5->4 @case
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
གཏམ་སྙན་	[གཏམ་སྙན་] n.count NOUN Number=Sing #1->1
མང་པོ	[མང་པོ་] adj ADJ #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
ཡོང་སྒོ་	[ཡོང་སྒོ་] n.count NOUN Number=Sing #4->4
ཡོད	[ཡོད་] v.invar VERB #5->5
།	[།] punc PUNCT #6->5 @punct
།	[།] punc PUNCT #1->1
མི་ལ་རས་པ	[མི་ལ་རས་པ་] n.prop PROPN #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
སྙིང་རུས་	[སྙིང་རུས་] n.count NOUN Number=Sing #3->3
ལ	[ལ་√case] case.all ADP Case=All #4->3 @case
།	[།] punc PUNCT #5->5
།	[།] punc PUNCT #1->1
སངས་རྒྱས་བསྟན་པ	[སངས་རྒྱས་བསྟན་པ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
སྲོག་ཤིང་	[སྲོག་ཤིང་] n.count NOUN Number=Sing #3->3
ཡོད	[ཡོད་] v.invar VERB #4->4
།	[།] punc PUNCT #5->4 @punct
།	[།] punc PUNCT #1->1
སྲོག་ཤིང་	[སྲོག་ཤིང་] n.count NOUN Number=Sing #1->1
འཛིན་པ	[འཛིན་] n.v.pres VERB Tense=Pres|VerbForm=Vnoun #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen #3->3
སྐྱེས་བུ་	[སྐྱེས་བུ་] n.count NOUN Number=Sing #4->4
ལ	[ལ་√case] case.all ADP Case=All #5->4 @case
།	[།] punc PUNCT #6->6
།	[།] punc PUNCT #1->1
བརྒྱུད་པ་	[བརྒྱུད་] n.v.invar VERB VerbForm=Vnoun VERB VerbForm=Vnoun #1->1
བཟང་པོ	[བཟང་པོ་] adj ADJ ADJ #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #3->3
བཀྲ་ཤིས་	[བཀྲ་ཤིས་] n.count NOUN Number=Sing NOUN Number=Sing #4->4
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp #5->5	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp #5->5	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp #5->5
བཀའ་བརྒྱུད་བླ་མ	[བཀའ་བརྒྱུད་བླ་མ་] n.count NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen ADP Case=Gen #2->1 @case
བཀྲ་ཤིས་	[བཀྲ་ཤིས་] n.count NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing #3->3
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #4->4	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #4->4	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #4->4
ཡི་དམ་	[ཡི་དམ་] n.count NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing #1->1
བཟང་པོ	[བཟང་པོ་] adj ADJ ADJ ADJ ADJ #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen ADP Case=Gen ADP Case=Gen #3->3
བཀྲ་ཤིས་	[བཀྲ་ཤིས་] n.count NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing #4->4
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #5->5	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #5->5	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #5->5
བདེ་དགྱེས་གསང་གསུམ་བཀྲ་ཤིས་	[བདེ་དགྱེས་གསང་གསུམ་བཀྲ་ཤིས་] n.count NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing #1->1
ཤོག	[འཆགས་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #2->2	[འོང་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #2->2	[གཤེགས་] v.imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp VERB Mood=Imp #2->2
དམ་ཆོས་	[དམ་ཆོས་] n.count NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing #1->1
བཟང་པོ	[བཟང་པོ་] adj ADJ ADJ ADJ ADJ ADJ ADJ #2->2
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen ADP Case=Gen ADP Case=Gen ADP Case=Gen ADP Case=Gen #3->3
བཀྲ་ཤིས་	[བཀྲ་ཤིས་] n.count NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing NOUN Number=Sing #4->4
